usernames,comments,total_react,Like,Haha,Care,Love,Wow,Angry,Sad
Nguyễn Thế Quân,Đỉnh qua anh zai ơi chúc anh zai khai trương hồng phát,0,0,0,0,0,0,0,0
Tools Eric Lee,Mình người miền Nam ủng hộ bn dám nói dám lm vì chắc chắn là sẽ có rất nhiều người ngoài Bắc nói này kia các kiểu. Những người có tư tưởng pbvm mới có những phản ứng tiêu cực riêng mình và người miền Nam gọi nam kì là rất bình thường,0,0,0,0,0,0,0,0
Đời Lạc Lối,"3/ , cali nhà nghèo phải mang xe ra quán bọn tao cắm để lấy tiền mua nước uống",1,1,0,0,0,0,0,0
Nguyễn Phú Quang,Bố cái thằng ông bà đu càng,2,1,1,0,0,0,0,0
Thiện Xạ,Làm culi cho dân bắc thôi,0,0,0,0,0,0,0,0
Đại Hảo,Bố nhà ông đặt quả tên,0,0,0,0,0,0,0,0
Nguyễn Hữu Thảo,Có đứa nào gần đó gửi ảnh này cho cán bộ phường đi,0,0,0,0,0,0,0,0
Hùng Hoàng,Đặt cái tên như cái đb t ấy,2,0,1,0,0,1,0,0
Hoàng Long Vũ Mão,Cᴏ̛̀ ᴠᴀ̀ɴɢ 3 sᴏ̣ᴄ ᴍᴜᴏ̂ɴ đᴏ̛̀ɪ ɴᴀ́ᴛ. Tᴜ̣ᴛ ǫᴜᴀ̂̀ɴ đᴜ ᴄᴀ̀ɴɢ ᴍᴀ̃ɪ ᴠɪɴʜ ǫᴜᴀɴɢ,0,0,0,0,0,0,0,0
Thiên Kim Phát,Chứ không phải ai cũng vô nam dễ sống dễ kiếm tiền hơn :)) bởi vậy nên nhìn nhận đi đừng u mê nữa .,1,1,0,0,0,0,0,0
Sáng,Nền vàng 3 gạch như adidas nữa thì hết nước chấm,0,0,0,0,0,0,0,0
Nam Huỳnh,Chúc chú sớm sạt nghiệp,0,0,0,0,0,0,0,0
Hải Nguyễn,Pk hay nk đều thuộc nhóm mọi an nam. Chả có gì đáng tự hào hay đáng để nhục cả,0,0,0,0,0,0,0,0
Nguyễn Đạt,Hải Nguyễn một bên con cháu vua hùng 1 bên tổ tiên là khơ me,1,1,0,0,0,0,0,0
Nguyễn Đạt,Hải Nguyễn 1 bên con cháu vua hùng 1 bên gốc gác khơ me,1,1,0,0,0,0,0,0
Văn Công,Hải Nguyễn mọi cái dcm thg trung cặc con,0,0,0,0,0,0,0,0
Hải Nguyễn,Văn Công sao vậy cháu. Bác nói chỗ nào sai hả,0,0,0,0,0,0,0,0
Văn Công,Hải Nguyễn cháu k những sai mà cháu còn nói ngu nữa,1,0,1,0,0,0,0,0
Lâm Nguyễn,Mới lụm,1,0,0,0,0,1,0,0
Nguyễn Ngọc Vỹ,chúc chú buôn đen bán rẻ,0,0,0,0,0,0,0,0
Sơn Thái,Bắc Kỳ Nam kỳ trung kỳ. nó là sự phân chia địa giới hành chính thời Pháp thuộc. nó là một phần của Lịch Sử. cũng như tên gọi Sài Gòn. dù không còn nhưng chế độ cầm quyền bây giờ vẫn còn nói và nhắc đến. chúng ta không thể tẩy xóa được Lịch Sử. có điều … See more,2,0,1,0,1,0,0,0
Hoà Nguyễn,"Sơn Thái đây là bản đồ thời vua Minh Mạng. Bắc Kỳ, Nam Kỳ đã có từ thời đó. Pháp nào ở đây vậy",1,1,0,0,0,0,0,0
Việt Anh,Anh Em 3 Miền Nam Trung Bắc 1 Nhà Trừ Thằng 36,2,0,1,0,0,1,0,0
Trường Dăm,Cí bán trực thăng ko,0,0,0,0,0,0,0,0
Lê Phước Lợi,"Nghệ thật, nhưng ảnh hưởng kinh doanh thôi, chúc bác làm ăn phát đạt, hãy lấy kinh tế làm gốc, chuyện xã hội để nhà nước lo",1,0,0,0,0,1,0,0
Nguyễn Phong,Chúc làm ăn tháng cháy 4 phát nhé,1,0,0,0,0,1,0,0
Thu Công Đinh,Cali vào xem thấy toại nguyện =)))),1,1,0,0,0,0,0,0
Nguyễn Xuân Long,Chúc chủ tiệm sắp cút,1,1,0,0,0,0,0,0
Đông Títt,Naikiki phải thờ backi à,3,2,0,0,0,1,0,0
Phạm Vanh,Đông Títt gốc gác khơ me thì phải thờ con cháu vua hùng chứ,1,1,0,0,0,0,0,0
Tuấn Hùng,Cẩn thận câu như này.. công an đang xem xét bọn phản động chia rẽ vùng miền đấy.. ở đấy mà kêu.. ếch chết tại miệng đấy,1,0,1,0,0,0,0,0
Bạch Quang Vượng,Chúc chủ tiệm 30/4 này khách vào ào ào nhé,0,0,0,0,0,0,0,0
Vũ Hoài Linh,Chia buồn cùng đu càng,1,0,0,0,0,1,0,0
Thanh Thao Nguyen,Còn hơn là nhà vệ sinh không đàng hoàng nhỉ,0,0,0,0,0,0,0,0
Đỗ Xuân Hiệp,namkiki có bán xe này ko :)),1,0,0,0,1,0,0,0
Tran Huy,"t để ý sdt
k cần cài báo thức luon",0,0,0,0,0,0,0,0
Phạm Trung Hậu,"Parki là 1 loài chó , Miền Nam Miền Bắc",0,0,0,0,0,0,0,0
Đinh Thiên Thahh,Chúc quán 1 tháng cháy 1 lần,0,0,0,0,0,0,0,0
Hoàng Việt Long,Chúc mày sớm dẹp tiệm,2,1,1,0,0,0,0,0
Xuân Hiến,Hoàng Việt Long a gắt thế,1,0,1,0,0,0,0,0
Hoàng Việt Long,Xuân Hiến phân biệt vùng miền là ghét rồi e,1,0,1,0,0,0,0,0
Ly Gia Minh,3 bể là nhà mà s cmay đem vùng miền ra làm trò cười cho thiên hạ à?,0,0,0,0,0,0,0,0
Dao Xuan Duy,Dung To,1,0,0,0,0,0,0,1
Ngwyen Dat,Parky mãi đỉnh,1,1,0,0,0,0,0,0
Lê Thiện,máu lửa quá chủ shop ơi,0,0,0,0,0,0,0,0
Ghâp Ghenh Bi An,30/4 chúng mày vừa chạy vừa ẳng,0,0,0,0,0,0,0,0
Đoàn Công Triển,Khả năng dễ lên phường lắm,0,0,0,0,0,0,0,0
Haha Haha,đặt quả tên nghe ứa vl,1,0,0,0,0,1,0,0
Haa Anh,Ko đổi biển thì Dẹp tiệm sớm,1,0,0,0,0,1,0,0
Dương An,K sợ lũ cali con nó cắn à ng ae ơi,0,0,0,0,0,0,0,0
Dương Vỹ,Nếu là hẳn chữ Bắc Kì thì ngày mai CH bạn đông khách tới hơn đấy,1,0,0,0,0,1,0,0
Tiến Đạt,Phải đặt tên là DUCANGGER mới chất .sắp 30-4 rồi,0,0,0,0,0,0,0,0
Nguyễn Tuấn,Ở Phú Nhuận có quán cf Bắc Kỳ luôn,0,0,0,0,0,0,0,0
Sang Phạm,"Ngày nào cũng ra vô luôn ,có dịp ủng hộ shop nè",0,0,0,0,0,0,0,0
Tuan Dat,Nhân viên của quán kiểu:,1,0,1,0,0,0,0,0
Nguyen Long,Ae kêu gọi report chết con mẹ thằng pbvm này đi Chúc chủ shop 1 năm phá sản 3 lần,0,0,0,0,0,0,0,0
Bùi Quang Huy,Kiểu j tiệm này cũng dẹp sớm,0,0,0,0,0,0,0,0
Bính,Sao không lấy tên tiệm là tao dân bắc nhỉ,1,0,0,0,0,1,0,0
Phan Anh,:)) k hiểu nổi bọn trẻ ranh adua nhau dốt nát dã man . Thôi cố mà làm ăn con nhé,0,0,0,0,0,0,0,0
Tiến Mai Trần,Hê lô a!,0,0,0,0,0,0,0,0
Nguyễn Thế Nam,"Đú trend bẩn
trước khi đặt tên nên tìm hiểu ý nghĩa =))) mày đặt tiệm mày tên như thế thì mày khác gì bọn phản động? Cái tên này do bọn phản động đặt ra để pbvm. Mày nên suy nghĩ lại còn nếu không thì sang mỉ mà đặt =))))",1,0,1,0,0,0,0,0
Kỷ Nguyên,Nó vác cả parky về đặt biển để thờ thay cho giòng họ nhà nó luôn cơ à,1,0,0,0,0,1,0,0
Hải Em,"chủ tiệm đặt như nào cũng đc nhưng đừng lôi cái chữ parky ra , cái chữ đấy mỗi người 1 suy nghĩ chứ kp riêng b nghĩ nó hay theo ý b . nhưng chắc chắn nhiều người ngán ngẩm về câu này vì mang tính chất pbvm nhiều ... e góp ý vậy",1,0,1,0,0,0,0,0
Nguyen Pino,THÀ TỰ NHẬN SỚM NHƯ NÀY CÓ TỐT KHÔNG?,0,0,0,0,0,0,0,0
Thịnh Lê,dkm đẳng cấp thật sự,0,0,0,0,0,0,0,0
Phạm Tới,Sắp 30-4/ 1-5 cali con nghe vẻ cố chấp phết,0,0,0,0,0,0,0,0
Phúc An Nhã,Ai vào tiệm cũng khen parky parky xe đẹp,1,0,0,0,0,1,0,0
PhuBinh丨ꪜ,Hà Nội(parky),0,0,0,0,0,0,0,0
Thạch Nguyễn,Mày được =)),0,0,0,0,0,0,0,0
Hoang Anh,Đọc cmt mà thấy hài vl =))))) cũng nhiều người thiếu hiểu biết thật,0,0,0,0,0,0,0,0
Vũ Văn Annh,gì b nó nghiệm e đb của nó,0,0,0,0,0,0,0,0
­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­Đồng ­,Quá tuyệt vời,0,0,0,0,0,0,0,0
Thien Nguyen,\\\ lỡ đi ngang,0,0,0,0,0,0,0,0
Đặng Đức Minh,Các anh ko yêu nước cũng được không sao cả nhưng đừng chống phá nhà nước là được kkkkk,1,0,1,0,0,0,0,0
Minh Hải,"Đợt em ở nước ngoài, có thằng miền nam nói câu Bắc Kì bị người ta đánh cho về nước luôn",0,0,0,0,0,0,0,0
Thái Nguyễn,Bắc ky ky @@,0,0,0,0,0,0,0,0
Hân Doe,"Ngoan nào em , sắp 30/4 rồi :)))",0,0,0,0,0,0,0,0
Mai Hoàng Tài,Bài viết chủ tus hai gậy là rụng tin k,0,0,0,0,0,0,0,0
Ngô Minh Nhớ,Thường chữ hắt sẽ không được như này chứng tỏ chủ rất chịu đầu tư,0,0,0,0,0,0,0,0
Trần Hoàng Khương,Cái địc Nguyễn Duy Minh Trần Hoàng Khang Lý Bảo Liêm,0,0,0,0,0,0,0,0
Phan Thanh Văn,Chú nên suy nghĩ lại cái tên ạ,0,0,0,0,0,0,0,0
Kt Kit,Mong quán bị phá sản,0,0,0,0,0,0,0,0
Trần Việt Trung,Font Avenger nữa mới chịu,1,0,0,0,1,0,0,0
Nguyễn Hoàng Linh,Đúng là thứ gia phả hình tròn.tưởng vậy là hay ho.,0,0,0,0,0,0,0,0
Đức Thủy,Thế này chắc. Nhiều ae đi qua ko hiểu lại cay lắm kk,0,0,0,0,0,0,0,0
萱秀,"Hoàng Vinh parky đỉnh qá, ghé ủng hộ thôi a",0,0,0,0,0,0,0,0
Nguyễn Nguyễn,NK cắm xe xong đéo có tiền chuộc chơi bài báo công an thì kinh r ăn gì mà khôn thế,0,0,0,0,0,0,0,0
Vũ Cường,"Tên được đấy. Chúc bác thành công nhé, mở đến parky 10 cho em :))",0,0,0,0,0,0,0,0
Minh Hà,Khéo mắm tôm đầy quán sớm,0,0,0,0,0,0,0,0
Hà Thị Phương,30/4 vui vẻ nha mọi người,0,0,0,0,0,0,0,0
Vu Pham,Parky win làm vua .,0,0,0,0,0,0,0,0
Nguyễn Nhật Long,Cẩn thận củi lửa xíu là đc :)),0,0,0,0,0,0,0,0
Hoàngg Emm,Trước khi nói từ parky thì hãy nhớ đến 30-4-1975 .hết,0,0,0,0,0,0,0,0
Phúc An Nhã,Người thành công=)),0,0,0,0,0,0,0,0
Thanh Thanh,Thôi vô showroom này nghe ớn lạnh sống lưng:))),0,0,0,0,0,0,0,0
Quách Trọng Đức,Quán đó chắc đóng luôn rồi!!!,0,0,0,0,0,0,0,0
Yến Chanel,Chứng tỏ parky ăn cá rô cây,1,1,0,0,0,0,0,0
Thái Tuệ Lâm,ngạo nghễ parky :)) t người bắc nhé.,0,0,0,0,0,0,0,0
Đỗ Phước,"Haha ũa mà parki nghe nghệ vãi
cười ỉa chảy",0,0,0,0,0,0,0,0
Lạc Đường,Thằng bố mày,0,0,0,0,0,0,0,0
Bến Bờ Bình Yên,Miền nam thì ai cg tự hào tự nhiên kêu bk cái nhảy đổng lên ko hiểu sao,0,0,0,0,0,0,0,0
Kiếp Phong Trần,Bao jo nó mới cháy nhỉ...cháy cái lại đu càng nhỉ,0,0,0,0,0,0,0,0
Toàn Đinh,Vip quá a,0,0,0,0,0,0,0,0
Phương Phan,"T là người miền trong, nhưng t cũng chúc mày làm ăn thất bát, 7 tháng cháy 7x7 49 lần",0,0,0,0,0,0,0,0
Vo Thanh Tam,Võ Nguyệt adu vjp,0,0,0,0,0,0,0,0
Chí Hào,Từ từ vỡ nợ rồi dẹp tiệm,0,0,0,0,0,0,0,0
Nguyễn Hưng,Ditme chú truất thế chú,0,0,0,0,0,0,0,0
Thai Tuyenn,Ít ra btao còn có nước tụi m có đâu:),0,0,0,0,0,0,0,0
Huỳnh Ngân,Không biết có gì tự hào mà làm quá .. bú đas nhiều quá chuyển sang bú fame hay sao :)),0,0,0,0,0,0,0,0
Dương Nguyễn,ae parky chào ae namkiki nhéee,0,0,0,0,0,0,0,0
Minh Trung,Trần Hiếu XE DREAM Ở AY BÁN NÈ,1,0,1,0,0,0,0,0
Đoàn Minh Hoàng,Phương Vy Thúy Hằng ua adi,1,0,0,1,0,0,0,0
Phương Vy,Đoàn Minh Hoàng 3 kg,1,0,0,1,0,0,0,0
Trần NgỌc,"Trăm cái khôn, k bằng 1cái dại. Giải phóng Miền Nam vẫn k diệt tận gốc bọn VNCH, vẫn để ông bà tụi nó đuuu cànggggg sang CALI sinh sôi đẻ trứng",0,0,0,0,0,0,0,0
Nguyen Thi Tom,30/4 được nghỉ lễ không ? hay tổ chức quốc hận,0,0,0,0,0,0,0,0
Ngô Tuấn Anh,Loại vô học,0,0,0,0,0,0,0,0
Đình Nguyễn,Làm nhớ tới đợt comment tiktok là ông park xong mấy khứa vào chửi pbvm????,0,0,0,0,0,0,0,0
Thanhh Hữuu,Sđt kìa,0,0,0,0,0,0,0,0
Ntt Vlog,kệ mẹ đi cũng chỉ là cái chữ thôi mà,0,0,0,0,0,0,0,0
Phát Đỗ,Hảo hán,0,0,0,0,0,0,0,0
Cu Khánh,Parky đã xem,0,0,0,0,0,0,0,0
Trẻ Mãi Không Già,Thg này nó nói chuẩn mà k màu này ông cha nó lgi đc đu càng sang cali ae phải tự hào,0,0,0,0,0,0,0,0
Tung Tran Thanh,Đéo phải lý do. Bố kêu gọi report,0,0,0,0,0,0,0,0
Thanh Hung,"Dm mấy thg SV namkiki mõm thì chửi praky nhưng vẫn nghỉ lễ 10/3 giỗ tổ Hùng Vương đc , lũ lai tạp Campuchia",0,0,0,0,0,0,0,0
Y Wu Niê,Phải chi là chuyên âm thực parky (cá rô cây và pịa..v..),0,0,0,0,0,0,0,0
Hàu Nguyễn,mãi đỉnh,0,0,0,0,0,0,0,0
Nguyễn Huy Hoàng,Tưởng thế là hay,0,0,0,0,0,0,0,0
Trung Hiếu,Tên Như L,0,0,0,0,0,0,0,0
Tools Eric Lee,Bac kỳ hay nam kì ko quan trọng quan trọng nhất là sống tốt là đc đừng sống chó là đc.,0,0,0,0,0,0,0,0
Hoàng Mai Ly,"Nhỏ không học, lớn PBVM.",0,0,0,0,0,0,0,0
Nguyễn Bình,Đỏ rực 30.4,0,0,0,0,0,0,0,0
Thắng Mv- Gỗ Đỉnh,"Kkk. Chán các cháu. Gốc gác tổ tiên người miền nam là người miền bắc di cư xuống hay là người khơ me vậy, hay sinh ra từ không khí? Xem lại lịch sử hộ cái trước khi hở ra là bắc kỳ, trung kì hay nam kỳ. Mất đoàn kết thì cũng có ngày thằng Campuchia nó … See more",1,0,1,0,0,0,0,0
Le Thi Hong Ngoc,cười đáiiii,0,0,0,0,0,0,0,0
Vô Nhai Tử,Đáng lẽ phải để logo là con cá rô vây trái lựu đạn nữa mới ra nhen. Mãi eo à,0,0,0,0,0,0,0,0
Nguyễn Khánh,Trương Kỳ adu m mở shop à,1,0,0,0,0,0,0,1
Đặng Cảnh Tùng,Sắp 30/4 rồi mà mấy tk 3/// cali vẫn cay vì đéo có nước uống ak,0,0,0,0,0,0,0,0
Haii Dang,sắp 30/4 lại đc nhìn cali chạy như 1 con chos,0,0,0,0,0,0,0,0
Tam Anh Tú,Vô quán chắc khát nước lắm ha,0,0,0,0,0,0,0,0
Văn Công,Cẩn thận điện chập cháy lúc nào k hay đâu,0,0,0,0,0,0,0,0
Khang Le,Anh Minh Nguyễn xe m có bị hư thì đem vô đây sửa,0,0,0,0,0,0,0,0
Lộc Kylin,Lúc đó bị cáo tưởng thế là ngầu,0,0,0,0,0,0,0,0
Phúc Huy,Không chọc bạn a ơi,0,0,0,0,0,0,0,0
Trung Hải,tự hào parky,0,0,0,0,0,0,0,0
Tùng Nguyễn Thanh,Trung Hải Tự cl parky là cái gì,0,0,0,0,0,0,0,0
Trung Hải,"Tùng Nguyễn Thanh nó nhắc tên mình bth bạn, tôi ở bắc, nhắc bắc kì nghe tự hào vc",0,0,0,0,0,0,0,0
Ng Quânn,sắp 30/4 rồi đấy Cali ơi có khát kh???,1,0,0,0,0,1,0,0
Văn Hiếu,Tuấn Lê Thành Lâm Tiệm ni mua may bán đắt,0,0,0,0,0,0,0,0
Tuấn Lê,Văn Hiếu :)),0,0,0,0,0,0,0,0
Hữu Quyết,Cứ tưởng bọn Cali kiki bị xử bắn hết rồi chứ nhỉ vẫn còn sót tài,0,0,0,0,0,0,0,0
Toan Le,Ngon à,0,0,0,0,0,0,0,0
Bùi Quý Trường,Namkiki mãi keo,0,0,0,0,0,0,0,0
Đỗ Huân,30/4 rồi khóc to lên,0,0,0,0,0,0,0,0
Huỳnhh Hiếuu Lợii,Ng Giap đù má cháy,0,0,0,0,0,0,0,0
Ng Giap,Huỳnhh Hiếuu Lợii kk hết cú luôn parky h bãnh quá,0,0,0,0,0,0,0,0
Huỳnhh Hiếuu Lợii,Ng Giap mấy thằng kia nín mõm hết rồi kk,0,0,0,0,0,0,0,0
Thanh Phú,coi chừng bị táp nữa,0,0,0,0,0,0,0,0
Ngay Em Di,Khong vui dau ban,0,0,0,0,0,0,0,0
Phạm Quang Huyy,Thắng Xuân thế này mà ko bị bắt à haha,0,0,0,0,0,0,0,0
Thắng Xuân,Phạm Quang Huyy hết tên đặt,0,0,0,0,0,0,0,0
Bùi Thanh Tùng,Cháy luôn,0,0,0,0,0,0,0,0
Hoàng Trung Toàn,"Lê Minh Quý
xe may",0,0,0,0,0,0,0,0
Lại Văn Khá,duyệt,0,0,0,0,0,0,0,0
Chí Đức,bà già m mới chết à?,0,0,0,0,0,0,0,0
Lương Nam,Parky mãi đỉnh,0,0,0,0,0,0,0,0
Minh Hải,múo quá,0,0,0,0,0,0,0,0
Đức Minh,Parky phóng thẳng vào dinh độc lập,0,0,0,0,0,0,0,0
Huỳnh Bảo Nghi,Ngọc Yến Nhi có thôi đi chưa,1,0,0,0,0,0,0,1
Ngọc Yến Nhi,Huỳnh Bảo Nghi =))))))) đm cho xin lỗi đi,0,0,0,0,0,0,0,0
Hoang Hiep,Lũ namki,0,0,0,0,0,0,0,0
Lee Anh Tú,Có duyên sẽ vào gặp chú hi,0,0,0,0,0,0,0,0
Trần Khánh,Hoa kỳ cali con quá chất chơi,0,0,0,0,0,0,0,0
Trí Vĩ,vcl chất z,0,0,0,0,0,0,0,0
Nguyên Khôi,Parky mãi đỉnh,0,0,0,0,0,0,0,0
Việt Hưng,parky chao ae ca nuoc,0,0,0,0,0,0,0,0
Trinh Trung Hieu,T parky . Tự hào parky,0,0,0,0,0,0,0,0
Ng Khanh Duy,đỉnh vl=)),0,0,0,0,0,0,0,0
Nguyễn Thế Huy,Hai Anh trôn thật,0,0,0,0,0,0,0,0
Trần Nguyên,nghỗn lìa,0,0,0,0,0,0,0,0
Nguyễn Văn Vũ,Parky chó kkk,0,0,0,0,0,0,0,0
Trần Tiến,Parky mãi đểnh nha ae,0,0,0,0,0,0,0,0
Quách Xuân Thịnh,Trịnh Thanh Hoàng =)))) đọc cmt,0,0,0,0,0,0,0,0
Trinh Trung Hieu,Ác :))),0,0,0,0,0,0,0,0
Trần Trung Hùng,Nail cì đâu ko thấy ai vô coi xe nhỉ,0,0,0,0,0,0,0,0
Quân Phạm,Sắp đến ngày gì ý nhỉ lặn cho sâu vào nhá =))),0,0,0,0,0,0,0,0
Văn Kiên,t cũng chả biết nói như nào nữa:),0,0,0,0,0,0,0,0
Nguyentrong Cường,"Buồn cười mấy thằng sang mỹ tị nạn, dân mỹ coi như c.hó mà cứ nổ, như kiểu mình oai lắm :)))",0,0,0,0,0,0,0,0
Kỳ Kỳ,Có số dth kìa.ae vào việc đi,0,0,0,0,0,0,0,0
Hoai Nam Nguyen,Phải như vậy tự hào về vùng miền của mình như vậy thì bọn pbvm nó mới câm mõm. Hay lắm bạn,0,0,0,0,0,0,0,0
Nguyễn Quân Bảo,Đúng là parky,0,0,0,0,0,0,0,0
Đức Duy Ngô,Trọng Nguyễn The Anh Quang Hiếu chơi net parky cầm raze drop bucky sọc chet 5kiki,2,0,0,0,0,2,0,0
Trọng Nguyễn,"Đức Duy Ngôdu ma a nay ac det, co phai dan cali ko ay nhi",1,1,0,0,0,0,0,0
Đức Duy Ngô,Trọng Nguyễn a đag tập đu càng để 30-4 đi thi thế vận hội mà,2,0,2,0,0,0,0,0
Trọng Nguyễn,Đức Duy Ngô ngau nhat cai loi trai dat nay roi,1,1,0,0,0,0,0,0
Quang Hiếu,Đức Duy Ngô định lấy giải j đấy e,0,0,0,0,0,0,0,0
Xin Vĩnh Biệt Cụ,Nammmkiiii sắp 30/4 rồi đấy,0,0,0,0,0,0,0,0
Ma Hoàng Quân,"Parky là có lông mà nhỉ , sao nhiều ng bảo phân biệt vùng miền vậy",0,0,0,0,0,0,0,0
Nguyễn Nhật,"Đặt cái tên ý nghĩa thì ít, bú fame bẩn thì nhiều",0,0,0,0,0,0,0,0
Hoàng Lan Anh,Thằng này phân biệt vùng miền làm ăn phá sản sớm,0,0,0,0,0,0,0,0
Hoài Trần,Đức Nhẫn clm cừ điên,1,0,1,0,0,0,0,0
Đức Nhẫn,Hoài Trần ta đi trong muôn ánh sao vàng cờ rợp tung bay,1,0,1,0,0,0,0,0
No Faith,ký gửi xe đạp dc ko a,0,0,0,0,0,0,0,0
Nguyễn Quyền,Sắp đến ngày cúng 3/// rồi :))))),0,0,0,0,0,0,0,0
Trần Hùng,Ngạo nghễ parky!!,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phượng Tuấn Versace ngủ muộn thế a yêu,0,0,0,0,0,0,0,0
Phượng Tuấn Versace,Ngô Trung Nghĩa ấm ức trong người ko ngủ đc lun e ơi kkk,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Phượng Tuấn Versace a giống e nè. Chín bỏ vào mồm ý lộn chín bỏ làm 10 đi a,1,0,1,0,0,0,0,0
Lê Trần Ánh Tước,Chiến z mí bar,0,0,0,0,0,0,0,0
Ngô Trung Nghĩa,Đàm Thục Quỳnh ok sếp nhé,1,0,1,0,0,0,0,0
Đàm Thục Quỳnh,"Đẹp á a, chúc a khai trương hồng phát nhaaa",0,0,0,0,0,0,0,0
Chơn Lee,Tụi Cali giờ chắc khát nước lắm,0,0,0,0,0,0,0,0
Hùng Dương,"Mãi đỉnh e ơi, chúc cửa hàng mình đông khách nhé",0,0,0,0,0,0,0,0
Việt Quốc,"Sai sách rồi, nổi lên rồi kiểu gì cũng bị cơ quan chức năng kiểm tra",0,0,0,0,0,0,0,0
Hoàng Phúc,Tưởng thế là ngầu thôi!!,0,0,0,0,0,0,0,0
Một Năm Tám,"t thì kbt ý m là j
cơ mà m đặt z hồi bọn pbvm nó vô bảo ""đấy bọn này nó tự biết mik là ai r đấy"" thì sao?",0,0,0,0,0,0,0,0
Đoàn HảiAnh,30/4/1975 bọn nam kiki chạy như 1 con chó,0,0,0,0,0,0,0,0
Hoàng Phong,Ngạo nghễ Pakkyy,0,0,0,0,0,0,0,0
Thái Quân,Cali con sợ à,0,0,0,0,0,0,0,0
Sarang He,Parkychoo thì sao? Minh,0,0,0,0,0,0,0,0
Minh Khu,vl khi.a,0,0,0,0,0,0,0,0
Minh Khu,"Sarang He mà chuẩn trong này bát kỳ rất thích đi xe màu đỏ, đi rất láo :))",0,0,0,0,0,0,0,0
Justin Trần,Dân miền nam và miền trung uổn hộ,0,0,0,0,0,0,0,0
Ng Hiewu,mấy anh em parkey vẩn chưa biết tại sao mình bị ảe Namki kì thị luôn à :)),0,0,0,0,0,0,0,0
Phương,Đc a ơi . Vào giữa sg nổ thẳng bố mày là bắc kỳ,0,0,0,0,0,0,0,0
Kết Thúc,Parky nhông,0,0,0,0,0,0,0,0
Phạm Ngọc Nam,"Người ae nên sơn lại thùng rác để ngoài cửa thành màu vàng, xong vẽ them 3 cái que xỏ vào lá nữa thì hết xẩy luôn",0,0,0,0,0,0,0,0
Út Cưng,"Công sức ông bà 3 miền chúng ta đã đổ xuống máu và nước mắt để giữ gìn mảnh đất chữ S này đến ngày bây giờ mà 1 số lũ óc vật thiếu hiểu biết,adua bọn phản động đi phân biệt vùng miền. Trách bọn phản động ít nhưng trách giới trẻ ngu dốt nhiều",0,0,0,0,0,0,0,0
Hoàng Vũ Hải,Làm ăn không nên kích động thù hận kiểu ấy. Sớm phá sản đóng cửa lắm. Tuổi trẻ chưa trải sự đời. Nó ghét ghét báo công an đến kiểm tra tháng 2 3 lần lại cười không ngậm được miệng,0,0,0,0,0,0,0,0
Trung Nqoo,mạnh,0,0,0,0,0,0,0,0
Phong Louis,Nghĩa Nguyễn,1,0,1,0,0,0,0,0
Trịnh Minh Kiệt,"nhìn mê quá anh
mà parky có phải là độ xe kiểu pari không ạ",0,0,0,0,0,0,0,0
Nhựt Khanh,"Tự hào lên có gì mà bực ae nhỉ
. Hãy tự tin bảo là t là người dân bắc kì sống tình cảm, tui thì là tây kì sông nước",0,0,0,0,0,0,0,0
Phương Tradi,Ra đưowngg cẩn thận,0,0,0,0,0,0,0,0
Nguyễn Kim Hiếu,Gọi cứu hoả với mua bảo hiển dần,0,0,0,0,0,0,0,0
Nguyễn Lê,Chủ thớt chủ tiệm là bắc kỳ thật hả,0,0,0,0,0,0,0,0
Nguyễn Đạt,Nguyễn Lê namkiki còn khơ me,0,0,0,0,0,0,0,0
Thanh Linh,"Pakkkyyy con chúng mầy ,tổ tiên sống tốt quá ,con cháu ai kêu pakkkkyy là nhảy ẳng lên đéo dám nhận pakkkkyy ,thấy dân nam kỳ ko ai kêu nam kỳ người ra rất tự hào ,vì nam kỳ sống rất tốt ,ko phải như lủ rừng pakkkkyyy sáng ra suối tối vào hang ,lươn lẹo khôn lỏi",0,0,0,0,0,0,0,0
Mhm KySal,Parrky mãi đỉnh bác ơi,0,0,0,0,0,0,0,0
Ha Hha,Parky nhông,0,0,0,0,0,0,0,0
Nguyễn Thị Huệ,Parky Parky Parky Phùng Mạnh Tú,1,0,1,0,0,0,0,0
Khong Nguyen,thằng parky,0,0,0,0,0,0,0,0
Nguyễn AN,Tặng 1 bát pịa khi đến showroom,0,0,0,0,0,0,0,0
Hàm Hương Em Họ,Parky 51,0,0,0,0,0,0,0,0
Trần Hồng Phúc,Là parki sống trong miền nam,0,0,0,0,0,0,0,0
Trung Đức,"Bọn cali làm conten pbvm kích động thôi ae ơi, cbi tới quốc hận mà",0,0,0,0,0,0,0,0
David Lộc Đen,Bắc Nam chung 1 nhà,0,0,0,0,0,0,0,0
